splimage,splshape_text,splimprint,splcolor_text
504580595,OVAL,R4;PATR,GREEN
00006-0577-61_1C160E30,OVAL,577,RED
68382-0058-01_251292D4,OVAL,WAR;7;1;2,YELLOW
55111-0587-01_NLMIMAGE10_FB3AFD97,CAPSULE,RDY;587,BROWN
651620752,ROUND,52;A,WHITE
60505-0042-06_NLMIMAGE10_D2386903,CAPSULE,APO;042,WHITE;BLUE
576640247,OVAL,247,WHITE
00172-2416-80_A00ED066,CAPSULE,Z;2416,ORANGE;YELLOW
477810342,ROUND,PRECOSE;100,WHITE
101350493,CAPSULE,AN;513,YELLOW
503830959,ROUND,E96,ORANGE
523430042,ROUND,C;49,YELLOW
605052651,ROUND,EP;25;APO,YELLOW
16729-0175-01_NLMIMAGE10_933FC98E,ROUND,I5,BROWN
53489-0331-01_17078BDC,ROUND,MP;8,BROWN
58468-0130-01_D71C6B93,OVAL,RENVELA;800,WHITE
29033-0019-12_NLMIMAGE10_3C489E14,CAPSULE,NC;100,GREEN
00143-1450-10_2C1B966C,ROUND,West;ward;450,WHITE
67253-0900-11_4104A0C5,OVAL,S900,WHITE
621750302,ROUND,KU;7,BLUE
62175-0486-37_8D12C6C6,CAPSULE,KU;486;200;mg,PURPLE
10888-7135-02_NLMIMAGE10_834941CA,OVAL,P;1,ORANGE
00378-1175-91_3A041D20,OVAL,M;B4;10;10;10,WHITE
00185-0117-01_D520EAA7,ROUND,E117,WHITE
667580160,ROUND,KC;10,YELLOW
00555-0285-02_F52B7AAB,ROUND,b;285,WHITE
00074-3020-11_E01D703B,OVAL,SOLVAY;5150,RED
2bfe798f-7e4c-62fa-e054-00144ff8d46c,ROUND,AP;051,PINK
597620029,ROUND,75;G;0029,WHITE
68462-0233-01_NLMIMAGE10_1E3E0F60,ROUND,G19;plain,GREEN
651620007,ROUND,IP;7,WHITE
597624440,OVAL,MEDROL;4,WHITE
136680103,ROUND,10,YELLOW
597620850,ROUND,E;61,BLUE
534890368,ROUND,MP;771,GREEN
597623741,HEXAGON (6 SIDED),G3741,WHITE
00093-5246-65_9326C9E6,ROUND,TV;U2;10,YELLOW
62756-0370-88_NLMIMAGE10_893F449A,CAPSULE,S;370,YELLOW
762820201,ROUND,IG;201,WHITE
29033-0020-12_BE135F6A,CAPSULE,NC;200,YELLOW
00093-4444-01_B42D5A1A,OVAL,4444;800,WHITE
00093-5507-56_0C270618,CAPSULE,TEVA;5507,RED
605052652,ROUND,EP;50;APO,YELLOW
634020304,ROUND,L;40,WHITE
50474-0598-66_FB15FDEF,OVAL,UCB;500XR,WHITE
00603-5764-28_460EA335,OVAL,58;81;V,WHITE
13668-0429-90_NLMIMAGE10_5546AAC5,OVAL,97,WHITE
67877-0294-05_NLMIMAGE10_9140C8C6,ROUND,121,WHITE
59148-0640-23_NLMIMAGE10_C239614B,ROUND,A;640;10,PINK
50844-0466-02_NLMIMAGE10_DB38EDF7,OVAL,44;466,GREEN
00603-5438-21_B0265872,ROUND,5137;V,WHITE
00078-0485-15_E11D70FB,ROUND,NVR;IL,PINK
00054-4550-25_F408FA07,ROUND,54323,YELLOW
534890591,ROUND,MP;577,WHITE
00781-5235-92_NLMIMAGE10_8D45C69E,OVAL,HLP;80,BROWN
59630-0503-10_4F1627B1,CAPSULE,SCI;503,ORANGE
641250118,ROUND,EP;118;80,WHITE
29033-0001-01_730EB985,ROUND,N;T4,WHITE
646790785,OVAL,W785,BROWN
235940505,ROUND,DANDAN5059,ORANGE
637170902,ROUND,IP;117,YELLOW
8542c234-85cc-41f0-e053-2991aa0a2e27,ROUND,L7,RED
139130004,OVAL,SLV;300,WHITE
433530324,OVAL,M365,WHITE
504580389,CAPSULE,GAL;24,BROWN
428060048,ROUND,E48,WHITE;WHITE
620370777,OVAL,777,ORANGE
00591-0780-05_B71D5BFA,OVAL,WATSON;780,BLUE
51991-0738-01_951B4ADA,ROUND,ZYNOVA;01,WHITE
231550107,ROUND,H;107,WHITE
597625027,CAPSULE,G;5027,YELLOW
651620537,CAPSULE,A2,YELLOW
548790001,ROUND,E6,WHITE
16729-0182-01_NLMIMAGE10_F6447B13,ROUND,H;1,ORANGE
62756-0259-02_NLMIMAGE10_F6387B03,CAPSULE,259;259,WHITE;GRAY
00007-4883-13_DB18ED97,OVAL,GS;11F,WHITE
107020013,ROUND,K;13,WHITE
00054-0348-07_NLMIMAGE10_393D1C98,OVAL,54455,WHITE
683820346,ROUND,ZF;14,WHITE
633040312,ROUND,ACTOS;30,WHITE
504580388,CAPSULE,GAL;16,PINK
651620218,ROUND,IP218;500,WHITE
762820271,CAPSULE,IG271;1;25;mg,YELLOW
64679-0929-01_6521B2ED,ROUND,W;929,WHITE
00378-4024-01_FE157F5B,ROUND,M;D11,BLUE
10702-0007-10_NLMIMAGE10_E0447003,ROUND,K;7,YELLOW
605052664,ROUND,LAM;100;APO,YELLOW
00378-1570-01_A10ED096,CAPSULE,MYLAN;1570,PURPLE
504190747,OVAL,BAYER;LG,WHITE
762820329,ROUND,IG;W;2;1;2,GREEN
00093-3099-56_NLMIMAGE10_3B439DAC,ROUND,TEVA;7390,YELLOW
637170900,CAPSULE,IP;116,WHITE
00007-4882-13_E118F097,OVAL,GS;YX7,GREEN
68180-0478-01_AB21558A,OVAL,LL;C02,PINK
50844-0157-12_NLMIMAGE10_7935BCED,ROUND,ASPIRIN;44157,WHITE
576640118,CAPSULE,118,YELLOW
00555-0252-02_162B8B5C,ROUND,b;252,WHITE
00173-0699-02_9119488A,ROUND,LTG;2,WHITE
540920252,ROUND,S405;500,WHITE
68682-0065-10_NLMIMAGE10_A744D396,CAPSULE,VRX;650,GREEN
60505-3848-01_NLMIMAGE10_37489BA4,CAPSULE,APO;C100,WHITE
41616-0636-83_1A240D60,ROUND,10,WHITE
00078-0383-34_0E15870C,OVAL,NVR;HXH,BROWN
605050235,OVAL,APO;TOR;100,WHITE
512850408,OVAL,E;3,PINK
00555904358part1of2,ROUND,dp;575,RED
65862-0537-50_3A1B9D5C,CAPSULE,12;T,ORANGE
656490701,OVAL,SLX;102,WHITE
540920254,ROUND,S405;1000,WHITE
762820256,ROUND,IG;256,WHITE
00185-4400-23_DF076FBB,ROUND,E;44,WHITE
576640509,OVAL,509,WHITE
00603-3443-28_0215810C,OVAL,2707;V,PINK
00378-3950-05_NLMIMAGE10_D33DE98F,OVAL,10,WHITE
00591-5381-05_E808F407,ROUND,DAN;DAN;5381,WHITE
498840022,ROUND,Par;022,GREEN
508810020,CAPSULE,INCY;20,WHITE
510790279,ROUND,MYLAN;184;40,GREEN
68462-0359-05_6D1B36F9,OVAL,IG;258,BROWN
605050027,OVAL,APO;027,WHITE
428470106,OVAL,6;SP,GREEN
576640134,OVAL,134,YELLOW
00093-5538-01_NLMIMAGE10_7D42BE85,ROUND,93;E8,WHITE
605050016,CAPSULE,APO;016,BROWN;WHITE
43547-0249-50_C808E417,OVAL,I46,WHITE
67877-0295-05_NLMIMAGE10_9640CB36,CAPSULE,122,WHITE
317220338,OVAL,I;1,WHITE
00781-5939-92_NLMIMAGE10_6844B445,ROUND,MC;32,PINK
64679-0907-04_NLMIMAGE10_16330B78,CAPSULE,W907,WHITE
68462-0179-01_C108E0E7,CAPSULE,G;0,BLUE
107020012,ROUND,K;12,WHITE
00093-7693-56_NLMIMAGE10_9F43CF8E,ROUND,TV;J5,YELLOW
62037-0833-01_0D0906F8,OVAL,833,WHITE
421920801,ROUND,801,BROWN
55111-0179-15_7F0EBF85,OVAL,R;179,WHITE
762820421,ROUND,IG;421,RED
681800122,CAPSULE,500;LUPIN,GREEN
00173-0712-02_splimage30_32191978,OVAL,GX;CE2,YELLOW
00093-7165-01_NLMIMAGE10_C042E077,CAPSULE,TEVA;7165,WHITE;BLUE
317220269,ROUND,269;IG,BROWN
00378-1815-01_4423A22D,OVAL,M;L;11,BLUE
674050650,CAPSULE,2984,BLUE;WHITE
16714-0449-01_NLMIMAGE10_9548CA86,ROUND,GG451,PURPLE
499380102,ROUND,JACOBUS;25;102,WHITE
00093-0833-01_NLMIMAGE10_28429454,ROUND,833;TEVA,GREEN
23155-0047-10_22091148,ROUND,HP;47,ORANGE
55111-0249-01_NLMIMAGE10_E041700B,ROUND,R;1,WHITE
605050014,CAPSULE,APO;014,ORANGE;WHITE
00378-3857-77_FD1C7EE3,ROUND,M;EC;20,WHITE
433860360,ROUND,NL;360,ORANGE
633040501,OVAL,CDT;251,WHITE
68462-0160-01_B123D88E,ROUND,G;45;850,WHITE
55111-0172-90_FD07FE9F,OVAL,R;172,GREEN
00093-7295-01_31281890,OVAL,TV;7295,WHITE
00078-0358-34_EA15750B,OVAL,NVR;DV,RED
498840724,CAPSULE,724;par,GREEN;PINK
633040624,ROUND,RE;22,WHITE
00054-0021-25_22089104,ROUND,54;107,BROWN
68462-0153-10_NLMIMAGE10_9B41CDFE,ROUND,G;50,YELLOW
512850410,OVAL,E;4,YELLOW
16714-0571-01_F0047873,ROUND,B;50,WHITE
00074-6624-19_A91D54AA,ROUND,SYNTHROID;100,YELLOW
00527-1344-10_490824D1,ROUND,JSP;561,GREEN
992070464,OVAL,DYN;115,GREEN
51248-0151-03_5A1DAD5D,ROUND,151,PINK
633040099,CAPSULE,RB97,WHITE
597460382,CAPSULE,TL;382,BLUE;WHITE
00004-0259-01_B8135C6A,CAPSULE,CellCept;250;Roche,BLUE;BROWN
665820311,OVAL,311,WHITE
497020228,ROUND,SV;572;50,YELLOW
00904-2011-59_CE12E707,ROUND,T,ORANGE
231550003,ROUND,HP;3,PINK
13668-0280-60_NLMIMAGE10_7D413EB9,CAPSULE,1280,WHITE
648960692,ROUND,Z;5,WHITE
641250131,ROUND,EP;131,ORANGE
684620435,ROUND,435,WHITE
605052529,CAPSULE,APO;ZIP;40,PURPLE;PURPLE
00071-3740-66_E815741B,CAPSULE,PD;Dilantin;30;mg,WHITE;PINK
136680102,ROUND,5,WHITE
759870031,OVAL,375;20,YELLOW
762820212,OVAL,I;G;212,GREEN
530140594,ROUND,562;MD,WHITE
65862-0203-90_NLMIMAGE10_A74453E2,OVAL,E;47,GREEN
669930052,OVAL,7657,PINK
497020224,OVAL,MVC300,BLUE
64720-0152-10_2615930C,ROUND,cor;152,WHITE
00781-1446-01_NLMIMAGE10_9F494FAA,ROUND,GG80,WHITE
00143-1475-01_B7205BF2,ROUND,West;ward;475,WHITE
669930187,OVAL,g,YELLOW
55111-0340-01_7303B98D,CAPSULE,RDY;340,GRAY;ORANGE
00378-1300-01_NLMIMAGE10_F83C7C13,ROUND,M;LC;300,ORANGE
00093-0318-01_462B2319,ROUND,93;318,ORANGE
00093-7116-98_SPLIMAGE30_6F2BB79D,ROUND,93;7116,BLUE
677810251,ROUND,PF;U;400,WHITE
689682040,OVAL,40mg;POT40,RED
607930146,CAPSULE,10;mg;SONATA,GREEN;GREEN
131070005,ROUND,A;5,PINK
498840685,ROUND,R269,WHITE
5f0d2dd9-e97e-531e-e053-2991aa0a11b8,OVAL,SCU1,RED
00143-9919-01_02230118,OVAL,G2,BLUE
68462-0195-90_000E0010,ROUND,G5;10,YELLOW
00378-2077-01_4426A255,ROUND,L;27;M,BLUE
658620097,ROUND,C;79,YELLOW
00091-0920-01_E215714B,CAPSULE,Schwarz;0920,PINK
00093-5118-98_452D2299,CAPSULE,BVF;240;BVF;240,GREEN
604290177,ROUND,B50,WHITE
00093-4742-01_CE23671B,OVAL,4742;9;3,WHITE
617480018,CAPSULE,Rifampin;300;VP;018,ORANGE
605052504,CAPSULE,APO;300,WHITE;WHITE
00093-5964-01_NLMIMAGE10_D743EBAF,OVAL,TEVA;5964,WHITE
61570-0081-01_4D1DA69D,ROUND,DP;082;Tussigon,BLUE
605052642,ROUND,B;50,WHITE
449461008,ROUND,SCI;6,WHITE
651620809,ROUND,IP;9,GREEN
00037-2250-10_BD1D5EFA,ROUND,SOMA;250,WHITE
534890370,ROUND,MP;773,BROWN
8ee59ead-d3d8-cebe-e053-2995a90aa338,ROUND,IG;349,YELLOW
666630219,ROUND,A002,BLUE
00007-4894-20_C718E3D7,FREEFORM,SB;4894,BLUE
167290020,ROUND,P;15,WHITE
293000124,ROUND,U;L;7;5,YELLOW
1c872bfd-ceb8-0215-e054-00144ff8d46c,CAPSULE,500,WHITE
246580290,ROUND,G;45;500,WHITE
576640133,OVAL,133,YELLOW
00093-5770-56_E927F4FF,ROUND,TEVA;5770,WHITE
604290738,CAPSULE,IG321;100mg,WHITE
00093-2268-01_Amox_Chew_Tab_250mg,OVAL,9;3;2268,WHITE
540920381,CAPSULE,ADDERALL;XR;5;mg,BLUE
684620555,ROUND,I5,WHITE
68382-0115-05_NLMIMAGE10_9D3D4EAA,ROUND,ZC;76,ORANGE
68462-0260-05_19128CD4,OVAL,G74,BROWN
651970003,CAPSULE,DYRENIUM;100;mg;DYRENIUM;WPC;003,RED
65597-0115-90_1F1D8FEC,ROUND,C53,YELLOW
51672-4001-02_NLMIMAGE10_75493AA9,CAPSULE,TARO;NTP10,GREEN
605050135,ROUND,APO;DP;50,BROWN
634810698,OCTAGON (8 SIDED),E;10,RED
75987-0010-03_NLMIMAGE10_B439DA0E,OVAL,HZT,BLUE
59746-0386-06_A40ED216,CAPSULE,TL386,GREEN
00002-3228-30_391E1C80,CAPSULE,LILLY;3228;25;mg,WHITE;BLUE
433860680,CAPSULE,NL;680,YELLOW
57844032201,CAPSULE,Lofibra;67;mg;Gate;322,PINK
00781-1507-01_39201C90,ROUND,GG264,WHITE
762820207,ROUND,IG;207,PINK
523430032,CAPSULE,D;04,ORANGE
654830392,ROUND,TRANDATE;200,WHITE
501110326,ROUND,PLIVA;326,YELLOW
498840727,CAPSULE,par;727,BROWN
00603-3900-21_EB07758B,ROUND,3579;V,WHITE
00093-7038-56_NLMIMAGE10_B63FDB5E,ROUND,TV;7038,BROWN
50111-0518-01_A82FD45E,OVAL,PLIVA;518,WHITE
530140530,ROUND,530;MD,BLUE
516724012,CAPSULE,CLOM50,YELLOW
66582-0312-31_B21DD90E,OVAL,312,WHITE
00378-3482-01_3023980C,ROUND,M;482,PINK
638240057,OVAL,Mucinex;600,ORANGE;WHITE
576640570,ROUND,570,WHITE
00093-5455-28_822DC10E,ROUND,b;34,WHITE
68180-0757-01_NLMIMAGE10_553DAAED,CAPSULE,LU;E13,PINK
604290187,ROUND,APO;T50,WHITE
633040460,ROUND,RF27,WHITE
498840034,OVAL,Par;034,BLUE
00603-5688-20_000E8024,OVAL,5688;V,GREEN
43547-0274-10_NLMIMAGE10_5A3D2D49,ROUND,978;HH,BLUE
00832-0038-00_BB22DDA6,ROUND,832;38,WHITE
60505-1308_4F21A7DD,ROUND,APO;CIP;250,WHITE
68462-0332-90_NLMIMAGE10_EF3E77D3,OVAL,PX;2,WHITE
00456-2010-01_5C1B2E29,ROUND,F;L;10,WHITE
604290771,ROUND,IG;280,YELLOW
00378-0724-19_39241C90,ROUND,M;724,WHITE
633040165,CAPSULE,RX165,WHITE
00173-0662-00_6B18B5E5,OVAL,GX;CG5,YELLOW
00093-7273-98_NLMIMAGE10_4F4727A9,ROUND,TEVA;7273,WHITE
DRR04670,ROUND,M;2,WHITE
49884-0734-11_8505C2DE,OVAL,FL;10;G,WHITE
654830702,CAPSULE,ENTOCORT;EC;3;mg,GRAY
00228-2851-11_NLMIMAGE10_113E08A0,OVAL,851,ORANGE
00591-4012-01_EA127563,CAPSULE,VALPROIC;250,WHITE
10144-0604-15_F21DF94F,CAPSULE,4;MG,WHITE;BLUE
491580501,ROUND,T;5,YELLOW
596300500,ROUND,SCI;500,GRAY
00007-4471-20_7618BB55,ROUND,PARNATE;SB,RED
00173-0759-60_F8197C7B,ROUND,LAMICTAL;XR;200,BLUE
00781-1008-05_4712A385,ROUND,GG172,YELLOW
31722-0537-05_NLMIMAGE10_C940E4E7,OVAL,H;88,YELLOW
422910704,OVAL,270;IG,BROWN
67e774a6-c9aa-11e2-e053-2991aa0ac1d1,CAPSULE,Y213,WHITE
00078-0352-05_54162A21,OVAL,STARLIX;120,YELLOW
55111-0639-60_NLMIMAGE10_DA3BED0F,ROUND,I;73,GRAY
435470253,CAPSULE,S253;S,GREEN
59746-0248-05_2B0915F8,ROUND,J;248,WHITE
31722-0405-05_NLMIMAGE10_7949BCFD,CAPSULE,1;2,WHITE
548684865,OVAL,PREMARIN;045,BLUE
6c2f7c18-ab2b-e2f5-e053-2991aa0a32e0,CAPSULE,E;73,GRAY;ORANGE
00093-7334-01_A929548A,CAPSULE,TEVA;7334,BLUE;ORANGE
317220406,CAPSULE,1;3,WHITE
00093-2080-01_D326E9C7,CAPSULE,TEVA;2080,WHITE
534890536,ROUND,MP;9,WHITE
107020057,ROUND,K;57,GRAY
433530903,CAPSULE,360,BLUE
597620104,OVAL,104,YELLOW
00069-1540-68_BB1C5DE2,ROUND,NORVASC;10,WHITE
597623060,OVAL,G;3060,PINK
13668-0014-05_2E081750,OVAL,250;MG;1014,BLUE
65162-0627-11_5212A925,ROUND,AN;627,WHITE
167140225,OVAL,E;49,YELLOW
00093-5116-01_B92D5C8A,OVAL,BVF;0117,WHITE
512850443,ROUND,dp;43,WHITE
498840020,ROUND,Par;020,WHITE
68462-0333-90_NLMIMAGE10_9B414D8A,OVAL,PX;3,WHITE
00781-2325-10_1D080E80,CAPSULE,GG;517,GREEN
597620925,ROUND,G;VOR50,WHITE
65862-0054-30_C12160FB,CAPSULE,A;04,PINK
633040128,ROUND,RC25,YELLOW
00078-0054-05_E208F107,ROUND,78;54;SANZOZ,PURPLE
30698-0421-12_NLMIMAGE10_5239A91D,CAPSULE,SPD417;SPD417;200;mg,YELLOW;BLUE
435470276,ROUND,HH210,YELLOW
634810621,CAPSULE,PERCOCET;7;5,ORANGE
57237-0005-11_NLMIMAGE10_34471A28,CAPSULE,C;10,PINK
669930408,CAPSULE,S433;200mg,GRAY;GREEN
246580260,OVAL,B260,WHITE
00603-2406-21_92204932,OVAL,2265;V,WHITE
762820210,ROUND,IG;210,YELLOW
43598-0219-01_NLMIMAGE10_FA39FD7F,CAPSULE,AMOXIL;875,PINK
55513-0073-30_1B1C8DE4,OVAL,AMG;30,GREEN
51285-0275-01_NLMIMAGE10_833641D2,ROUND,REVIA;b;275,WHITE
00074-6122-90_051D829C,OVAL,FI,YELLOW
00456-1140-30_C61DE32F,OVAL,40,BLUE
759870030,OVAL,500;20,YELLOW
139130005,OVAL,SLV;600,BROWN
498840256,ROUND,Par256;Minoxidil;2;1;2,WHITE
12496-1306-02_111D889C,HEXAGON (6 SIDED),N8,ORANGE
683080775,OVAL,D;5,WHITE
433530662,ROUND,4214;V,WHITE
00228-2577-50_650532A9,CAPSULE,R;2577,GREEN;BLUE
00591-3561-15_NLMIMAGE10_733CB9C5,CAPSULE,3561;WATSON,BLUE;YELLOW
00093-7156-56_DF27EF8F,OVAL,7156;TV,RED
524270286,CAPSULE,MACRODANTIN;25;mg;52427;286,WHITE
00006-0747-31_0A07854C,OVAL,HYZAAR;MRK;747,YELLOW
605052587,CAPSULE,APO;RI;2,ORANGE
00781-1497-31_AF0457D2,OVAL,GGD7,WHITE
33342-0121-10_NLMIMAGE10_2547928C,ROUND,C89,WHITE
605053140,OVAL,APO;OLA;20,PINK
672530181,CAPSULE,WC404,GRAY
634020190,ROUND,S190,BLUE
131070157,CAPSULE,A59,PINK
00185-0210-01_DA08ED17,ROUND,E;210,WHITE
49702-0209-24-splimage30-131909b8,OVAL,U;3761,WHITE
680120003,OVAL,M1000,WHITE
51660-0141-90_NLMIMAGE10_833D418A,OVAL,RX124,YELLOW
504580815,ROUND,15;XL,GRAY
8c3d6878-9d6e-1d07-e053-2995a90a12c9,ROUND,EM;10,WHITE
00591-0783-01_DF156FCB,ROUND,Watson;783,WHITE
68382-0182-01_NLMIMAGE10_9A45CD5E,CAPSULE,5;ZE;38,WHITE
433530587,OVAL,6;WARFARIN;TARO,TURQUOISE
60505-2649-07_NLMIMAGE10_80384052,CAPSULE,APO;T4,WHITE;BLUE
422910718,CAPSULE,93;7227,WHITE
62037-0999-10_C71D63AB,OVAL,ABRS;123,WHITE
13811-0525-01_NLMIMAGE10_903CC806,OVAL,T9,RED
43547-0225-50_NLMIMAGE10_E53C72B3,ROUND,S225,WHITE
67877-0223-05_NLMIMAGE10_274093D4,CAPSULE,215,YELLOW
45963-0634-01_NLMIMAGE10_773DBBFD,ROUND,634,PINK
605052554,ROUND,APO;MEL;15,YELLOW
4_mg_Perphenazine_Tablet,ROUND,4941;V,GRAY
00054-0334-25_NLMIMAGE10_2E45972C,CAPSULE,54;190,WHITE
00069-4220-30_411DA09D,DIAMOND,VGR100;Pfizer,BLUE
658620079,ROUND,D;74,WHITE
518620179,CAPSULE,59743;004,WHITE
00185-0550-30_NLMIMAGE10_433BA1DD,CAPSULE,E550,TURQUOISE
534890145,ROUND,MP;81,WHITE
672530820,ROUND,S;820,ORANGE
597620049,OVAL,MEDROL;8,WHITE
47e07fe1-cd84-6336-e054-00144ff88e88,ROUND,FC,ORANGE;PINK;YELLOW
00185-0674-01_NLMIMAGE10_2645933C,CAPSULE,E613,GREEN
162520541,ROUND,TN;1,WHITE
50111032701,ROUND,PLIVA;327,ORANGE
428060011,ROUND,E11,YELLOW
433530906,CAPSULE,300,WHITE;PURPLE
65862-0617-90_NLMIMAGE10_834B41AA,OVAL,5;2;H,BROWN
68220-0085-90_2D1316D8,OVAL,AP;85,ORANGE
762820153,CAPSULE,T;153,YELLOW
00007-4641-13_FD18FEA7,ROUND,GS;UFU;50,BLUE
32f8136f-f2d4-09fe-e054-00144ff88e88,OVAL,AP;135,PINK
00173-0752-00_8318C1B6,OVAL,GS;XJG,ORANGE
64125-0137-10_NLMIMAGE10_8B3AC5E6,OVAL,EPI;137,WHITE
00591-5319-01_810E40D2,ROUND,DAN;5319,WHITE
762820330,ROUND,IG;W;3,BROWN
649800155,CAPSULE,CL;026,WHITE
59148-0007-13_9A154D1A,RECTANGLE,A;007;5,BLUE
00115-4233-01_NLMIMAGE10_923E4952,ROUND,G;423,GREEN
534510101,OVAL,GS;LFG,WHITE
576640275,ROUND,2;275,WHITE
422910375,ROUND,CTI;141,WHITE
428650101,CAPSULE,EURAND;10,YELLOW;WHITE
525440161,OVAL,NORCO;539,WHITE
00173-0758-60_E019704B,ROUND,LAMICTAL;XR;25,YELLOW
11822-0183-03_NLMIMAGE10_E438F277,ROUND,44;183,WHITE
422910301,CAPSULE,IP102,YELLOW
00378-0184-01_652032B1,ROUND,MYLAN;184;40,GREEN
501110323,ROUND,PLIVA;323,WHITE
431990013,ROUND,CL;13,WHITE
646790783,OVAL,W783,BROWN
24090-0479-88_28081420,CAPSULE,INDERAL;LA;160,BLUE
6d996ed0-6e6c-0311-e053-2a91aa0ada14,ROUND,TCL;272,WHITE
7b90540f-d690-1d89-e053-2a91aa0a7c89,CAPSULE,ZA;45;5mg,WHITE;RED
510790073,ROUND,MYLAN;216;40,WHITE
167290023,ROUND,B50,WHITE
68462-0159-01_9A23CD1E,ROUND,G;45;500,WHITE
672530101,CAPSULE,A02;400,WHITE
27241-0003-50_NLMIMAGE10_40432039,ROUND,RI2,ORANGE
534890376,CAPSULE,Mutual;401,ORANGE
243380102,OVAL,EB,PINK
43547-0254-50_NLMIMAGE10_703E3871,OVAL,254,WHITE
57237-0053-99_NLMIMAGE10_8846C476,ROUND,A;2;1,RED
597620246,ROUND,10;G,YELLOW
68180-0479-01_B4215A0A,OVAL,LL;C03,BROWN
13668-0132-01_NLMIMAGE10_113F0898,ROUND,32;2;5,GREEN
167140613,CAPSULE,A;1;8,YELLOW
433530244,ROUND,93;7253,ORANGE
309,OVAL,LOR10,WHITE
00007-4891-20_CD18E6D7,FREEFORM,SB;4891,YELLOW
433530794,OVAL,WATSON;698;200,WHITE
CBR02280,CAPSULE,IG;228;100;mg,BROWN
00781-5386-31_NLMIMAGE10_FC3CFE07,CAPSULE,I112,ORANGE
29300-0138-01_NLMIMAGE10_4B4025B1,OVAL,UL;125,ORANGE
00591-5556-01_0E21876C,ROUND,DAN;5556;40,GREEN
00597-0001-60_7303B9ED,CAPSULE,01A;,RED;WHITE
00591-5571-01_E0127053,OVAL,DAN;DAN;5571,WHITE
16729-0079-01_NLMIMAGE10_A93FD49E,OVAL,L200,ORANGE
658620019,CAPSULE,A;43;500;mg,GREEN
681800404,OVAL,LUPIN;500,WHITE
649800191,OVAL,RPR;202,WHITE
50111047001,ROUND,PLIVA;470,PINK
636531171,ROUND,75;1171,PINK
00378-1101-01_F20E7963,CAPSULE,MYLAN;1101,GREEN;BROWN
597626730,OVAL,Pfizer;CDT;101,BLUE
605050189,OVAL,APO;L40,YELLOW
3687839e-15e4-40bb-e054-00144ff88e88,ROUND,FC,ORANGE
669930077,CAPSULE,Lilly;3270;60;mg,GREEN;BLUE
762820247,CAPSULE,IG;247,YELLOW
00078-0359-34_EC15765B,OVAL,NVR;DX,GRAY;ORANGE
633040622,ROUND,RE;20,WHITE
621750136,CAPSULE,KU;136,YELLOW;YELLOW
00781-5914-01_NLMIMAGE10_CB3965FB,ROUND,SZ;202,BROWN
605052875,CAPSULE,APO;1;25,WHITE;YELLOW
00093-5378-56_NLMIMAGE10_DC426E43,OVAL,798;b,WHITE
597460113,ROUND,TL113,GREEN
00574-0250-01_BF15DFBE,ROUND,PAD;H,WHITE
512850442,ROUND,dp;42,RED
290330003,OVAL,NS;1,WHITE
100mlPills_v01,CAPSULE,IRONSHORE;100mg,BLUE;WHITE
64455-0796-42_BB135DEA,CAPSULE,cardizem;CD;180;mg,BLUE
00555-0381-02_NLMIMAGE10_19420CF0,ROUND,381;b,WHITE
00006-0112-54_131609E0,ROUND,112,BROWN
481020101,ROUND,EFF;20,WHITE
523430054,ROUND,32;H,WHITE
547380912,ROUND,MP;4,YELLOW
50111-0884-05_NLMIMAGE10_68303421,CAPSULE,375;mg;PLIVA,GREEN
675440403,OVAL,NVR;DV,RED
00173-0760-60_FE197F7B,ROUND,LAMICTAL;XR;50,GREEN
49884-0196-05_AD08D696,OVAL,IG;258,BROWN
249870249,ROUND,LANOXIN;X3A,WHITE
00074-7149-90_931D49FA,ROUND,SYNTHROID;300,GREEN
00093-7464-56_132809F0,OVAL,TEVA;7464,WHITE
49702-0217-18_631931D9,OVAL,GX;LL1,BLUE
49702-0202-18_34191A68,OVAL,GXFC3,WHITE
00054-4184-25_A605531A,ROUND,54;892,GREEN
1_mg_Capsule,CAPSULE,TEVA;4067,WHITE
674050671,ROUND,AN;71,WHITE
64679-0953-01_6A21B55D,ROUND,W;953,RED
633040097,ROUND,RI61,WHITE
00310-0281-60_091C84E4,CAPSULE,XR;150,WHITE
605050168,ROUND,APO;PRA;10,PINK
422910122,ROUND,5,YELLOW
43547-0272-10_NLMIMAGE10_5941ACCD,ROUND,976;HH,PURPLE
53489-0215-10_F304F9A7,ROUND,MP;657,YELLOW
31f58edc-321e-63ee-e054-00144ff8d46c,ROUND,CM;1720,WHITE
498840406,ROUND,m;100,WHITE
590110440,ROUND,40;OP,YELLOW
604290113,ROUND,S;G;1;07,WHITE
428580804,ROUND,ABG;100,GRAY
589140785,OVAL,URS785,WHITE
762820272,CAPSULE,IG272;2;5;mg,ORANGE
60505-3673-03_E2087123,ROUND,GSK;12;5,YELLOW
00002-3229-30_3E1E1F50,CAPSULE,LILLY;3229;40;mg,BLUE
53489-0143-01_62213159,ROUND,MP;35,WHITE
00555905167part2of4,ROUND,b;332,ORANGE
00173-0949-55-splimage30-3219995c,HEXAGON (6 SIDED),ZOVIRAX,WHITE
620370700,CAPSULE,Andrx;700;360;mg,BLUE;BLUE
50111-0307-01_8429422A,ROUND,PA;307,WHITE
672530388,CAPSULE,2984,WHITE;BLUE
762820238,ROUND,238;IG,WHITE
